Subject ID,Subject,Subject type,Interaction type,Object ID,Object,Object type,Disease
3596,IL13,gene/protein,is_part_of,,Antiinflammatory cytokine,gene/protein,Alzheimer disease
3565,IL4,gene/protein,is_part_of,,Antiinflammatory cytokine,gene/protein,Alzheimer disease
3565,IL4,gene/protein,increases_quantity of,6347,CCL2,gene/protein,Alzheimer disease
3596,IL13,gene/protein,increases_quantity of,6347,CCL2,gene/protein,Alzheimer disease
3565,IL4,gene/protein,increases_activity of,GO:0042116,macrophage activation,process,Alzheimer disease
3586,IL10,gene/protein,increases_activity of,GO:0042116,macrophage activation,process,Alzheimer disease
3596,IL13,gene/protein,increases_activity of,GO:0042116,macrophage activation,process,Alzheimer disease
3565,IL4,gene/protein,increases_activity of,BTO:0000801,M2 macrophage,tissue/cell line,Alzheimer disease
3586,IL10,gene/protein,increases_activity of,BTO:0000801,M2 macrophage,tissue/cell line,Alzheimer disease
3596,IL13,gene/protein,increases_activity of,BTO:0000801,M2 macrophage,tissue/cell line,Alzheimer disease
BTO:0000801,M1 macrophage,tissue/cell line,increases_quantity of,7124,TNF,gene/protein,Alzheimer disease
BTO:0000801,M1 macrophage,tissue/cell line,increases_quantity of,,IL-12 p70,gene/protein,Alzheimer disease
BTO:0000801,M2 macrophage,tissue/cell line,increases_quantity of,3586,IL10,gene/protein,Alzheimer disease
BTO:0000801,M2 macrophage,tissue/cell line,increases_quantity of,3557,IL1RN,gene/protein,Alzheimer disease
BTO:0000801,M2 macrophage,tissue/cell line,increases_quantity of,7850,IL1R2,gene/protein,Alzheimer disease
BTO:0000078,microglia,tissue/cell line,interacts (colocalizes) with,351,Amyloid beta peptide (fibrillar),gene/protein,Alzheimer disease
351,Amyloid beta peptide (fibrillar),gene/protein,interacts (colocalizes) with,948,CD36,gene/protein,Alzheimer disease
351,Amyloid beta peptide (fibrillar),gene/protein,increases_activity of,GO:0007165,signal transduction,process,Alzheimer disease
GO:0002224,toll-like receptor signaling pathway,process,affects_activity of,BTO:0000078,microglia,tissue/cell line,Alzheimer disease
929,CD14,gene/protein,affects_activity of,BTO:0000078,microglia,tissue/cell line,Alzheimer disease
351,Amyloid beta peptide (fibrillar),gene/protein,affects_activity of,BTO:0000078,microglia,tissue/cell line,Alzheimer disease
7099,TLR4,gene/protein,affects_activity of,GO:0002224,toll-like receptor signaling pathway,process,Alzheimer disease
7097,TLR2,gene/protein,affects_activity of,GO:0002224,toll-like receptor signaling pathway,process,Alzheimer disease
GO:0002224,toll-like receptor signaling pathway,process,affects_activity of,GO:0001774,microglial cell activation,process,Alzheimer disease
929,CD14,gene/protein,interacts (colocalizes) with,7099,TLR4,gene/protein,Alzheimer disease
929,CD14,gene/protein,interacts (colocalizes) with,7097,TLR2,gene/protein,Alzheimer disease
929,CD14,gene/protein,interacts (colocalizes) with,351,Amyloid beta peptide (fibrillar),gene/protein,Alzheimer disease
351,Amyloid beta peptide (fibrillar),gene/protein,affects_activity of,GO:0001774,microglial cell activation,process,Alzheimer disease
7099,TLR4,gene/protein,affects_activity of,,Src-Vav-Rac signaling cascade,process,Alzheimer disease
7097,TLR2,gene/protein,affects_activity of,,Src-Vav-Rac signaling cascade,process,Alzheimer disease
7099,TLR4,gene/protein,increases_activity of,,p38 MAPK,gene/protein,Alzheimer disease
7097,TLR2,gene/protein,increases_activity of,,p38 MAPK,gene/protein,Alzheimer disease
929,CD14,gene/protein,increases_activity of,,p38 MAPK,gene/protein,Alzheimer disease
351,Amyloid beta peptide (fibrillar),gene/protein,increases_activity of,,p38 MAPK,gene/protein,Alzheimer disease
929,CD14,gene/protein,is localized in,GO:0009986,cell surface,cellular component,Alzheimer disease
7099,TLR4,gene/protein,is localized in,GO:0009986,cell surface,cellular component,Alzheimer disease
7097,TLR2,gene/protein,is localized in,GO:0009986,cell surface,cellular component,Alzheimer disease
929,CD14,gene/protein,affects_activity of,GO:0006909,phagocytosis,process,Alzheimer disease
7099,TLR4,gene/protein,affects_activity of,GO:0006909,phagocytosis,process,Alzheimer disease
7097,TLR2,gene/protein,affects_activity of,GO:0006909,phagocytosis,process,Alzheimer disease
929,CD14,gene/protein,affects_activity of,GO:0001774,microglial cell activation,process,Alzheimer disease
929,CD14,gene/protein,affects_quantity of,,Reactive oxygen species,drug/chemical compound,Alzheimer disease
7099,TLR4,gene/protein,affects_quantity of,,Reactive oxygen species,drug/chemical compound,Alzheimer disease
7097,TLR2,gene/protein,affects_quantity of,,Reactive oxygen species,drug/chemical compound,Alzheimer disease
,p38 MAPK,gene/protein,affects_quantity of,,Reactive oxygen species,drug/chemical compound,Alzheimer disease
,p38 MAPK,gene/protein,affects_activity of,GO:0006909,phagocytosis,process,Alzheimer disease
177,AGER,gene/protein,interacts (colocalizes) with,351,Amyloid beta peptide,gene/protein,Alzheimer disease
,Advanced glycation end-product,drug/chemical compound,interacts (colocalizes) with,MP:0003329,amyloid beta deposits,phenotype,Alzheimer disease
104300,Alzheimer disease,disease,cooccurs with,,increased AGER level,phenotype,Alzheimer disease
,AGER-Abeta interaction,complex/PPI,increases_activity of,GO:0033554,cellular response to stress,process,Alzheimer disease
,Advanced glycation end-product,drug/chemical compound,increases_expression of,7124,TNF,gene/protein,Alzheimer disease
,Advanced glycation end-product,drug/chemical compound,increases_expression of,,Matrix metallopeptidase,gene/protein,Alzheimer disease
,Advanced glycation end-product,drug/chemical compound,increases_expression of,4843,NOS2,gene/protein,Alzheimer disease
,Advanced glycation end-product,drug/chemical compound,increases_quantity of,MP:0003329,amyloid beta deposits,phenotype,Alzheimer disease
,Advanced glycation end-product,drug/chemical compound,decreases_activity of,GO:0007611,learning or memory,process,Alzheimer disease
,Advanced glycation end-product,drug/chemical compound,increases_activity of,GO:0070997,neuron death,process,Alzheimer disease
104300,Alzheimer disease,disease,cooccurs with,,increased proinflammatory cytokine level,phenotype,Alzheimer disease
104300,Alzheimer disease,disease,cooccurs with,MP:0003009,abnormal cytokine secretion,phenotype,Alzheimer disease
BTO:0001025,peripheral blood mononuclear cell,tissue/cell line,increases_quantity of,,Proinflammatory cytokine,gene/protein,Alzheimer disease
BTO:0001025,peripheral blood mononuclear cell,tissue/cell line,increases_quantity of,,Chemokine,gene/protein,Alzheimer disease
3553,IL1B,gene/protein,affects_activity of,104300,Alzheimer disease,disease,Alzheimer disease
3553,IL1B,gene/protein,affects_quantity of,351,Amyloid beta peptide,gene/protein,Alzheimer disease
3553,IL1B,gene/protein,affects_activity of,,neuroinflammation,phenotype,Alzheimer disease
3553,IL1B,gene/protein,affects_activity of,GO:0045321,leukocyte activation,process,Alzheimer disease
GO:0006954,inflammatory response,process,affects_activity of,GO:0048143,astrocyte activation,process,Alzheimer disease
GO:0006954,inflammatory response,process,affects_activity of,GO:0001774,microglial cell activation,process,Alzheimer disease
177,AGER,gene/protein,is_part_of,,AGER-Abeta interaction,complex/PPI,Alzheimer disease
3553,IL1B,gene/protein,increases_expression of,4843,NOS2,gene/protein,Alzheimer disease
3553,IL1B,gene/protein,affects transport of,,nitric oxide metabolite,drug/chemical compound,Alzheimer disease
C03722,Quinolinic acid,drug/chemical compound,affects_activity of,GO:0048143,astrocyte activation,process,Alzheimer disease
C03722,Quinolinic acid,drug/chemical compound,affects_activity of,GO:0070997,neuron death,process,Alzheimer disease
C03722,Quinolinic acid,drug/chemical compound,increases_expression of,3553,IL1B,gene/protein,Alzheimer disease
C03722,Quinolinic acid,drug/chemical compound,affects_activity of,GO:0006954,inflammatory response,process,Alzheimer disease
6285,S100B,gene/protein,is_part_of,,Cytokine,gene/protein,Alzheimer disease
3553,IL1B,gene/protein,affects_quantity of,6285,S100B,gene/protein,Alzheimer disease
GO:0048143,astrocyte activation,process,increases_quantity of,6285,S100B,gene/protein,Alzheimer disease
rs1800587,IL1 rs1800587,SNP,increases_activity of,104300,Alzheimer disease,disease,Alzheimer disease
3557,IL1RN,gene/protein,affects_quantity of,3553,IL1B,gene/protein,Alzheimer disease
3557,IL1RN,gene/protein,affects_quantity of,3552,IL1A,gene/protein,Alzheimer disease
3553,IL1B,gene/protein,is localized in,BTO:0000142,brain,tissue/cell line,Alzheimer disease
3569,IL6,gene/protein,is localized in,BTO:0000142,brain,tissue/cell line,Alzheimer disease
BTO:0002900,monocyte-derived dendritic cell,tissue/cell line,increases_quantity of,3569,IL6,gene/protein,Alzheimer disease
104300,Alzheimer disease,disease,cooccurs with,,decreased vitamin B12 level,phenotype,Alzheimer disease
,decreased vitamin B12 level,phenotype,increases_quantity of,3569,IL6,gene/protein,Alzheimer disease
3569,IL6 (promoter),gene/protein,affects_activity of,104300,Alzheimer disease,disease,Alzheimer disease
,high cholesterol diet,environment,increases_quantity of,3569,IL6,gene/protein,Alzheimer disease
,high cholesterol diet,environment,increases_activity of,MP:0002183,gliosis,phenotype,Alzheimer disease
,high cholesterol diet,environment,increases_activity of,GO:0048143,astrocyte activation,process,Alzheimer disease
,high cholesterol diet,environment,increases_activity of,,neuroinflammation,phenotype,Alzheimer disease
,high cholesterol diet,environment,increases_expression of,1728,NQO1,gene/protein,Alzheimer disease
D08492,Rosuvastatin,drug/chemical compound,decreases_quantity of,BTO:0000078,microglia,tissue/cell line,Alzheimer disease
D08492,Rosuvastatin,drug/chemical compound,decreases_quantity of,3569,IL6,gene/protein,Alzheimer disease
3606,IL18,gene/protein,is_part_of,,Proinflammatory cytokine,gene/protein,Alzheimer disease
834,CASP1,gene/protein,increases_processing of,3606,IL18,gene/protein,Alzheimer disease
834,CASP1,gene/protein,increases_quantity of,3606,IL18 (active secreted form),gene/protein,Alzheimer disease
8809,IL18R1,gene/protein,interacts (colocalizes) with,8807,IL18RAP,gene/protein,Alzheimer disease
3606,IL18,gene/protein,interacts (colocalizes) with,8807,IL18RAP,gene/protein,Alzheimer disease
3606,IL18,gene/protein,interacts (colocalizes) with,8809,IL18R1,gene/protein,Alzheimer disease
3606,IL18,gene/protein,interacts (colocalizes) with,351,Amyloid beta peptide,gene/protein,Alzheimer disease
3606,IL18,gene/protein,interacts (colocalizes) with,4137,MAPT,gene/protein,Alzheimer disease
BTO:0000078,microglia,tissue/cell line,increases_quantity of,3606,IL18,gene/protein,Alzheimer disease
BTO:0000099,astrocyte,tissue/cell line,increases_quantity of,3606,IL18,gene/protein,Alzheimer disease
BTO:0002088,ependymoma cell,tissue/cell line,increases_quantity of,3606,IL18,gene/protein,Alzheimer disease
BTO:0003686,medial habenular nucleus,tissue/cell line,increases_quantity of,3606,IL18,gene/protein,Alzheimer disease
104300,Alzheimer disease,disease,cooccurs with,,increased IL18 level,phenotype,Alzheimer disease
104300,Alzheimer disease,disease,cooccurs with,,increased CASP1 level,phenotype,Alzheimer disease
,gender,phenotype,affects_quantity of,3606,IL18,gene/protein,Alzheimer disease
3606,IL18,gene/protein,affects_activity of,,cognitive impairment,phenotype,Alzheimer disease
3458,IFNG,gene/protein,affects_quantity of,351,APP,gene/protein,Alzheimer disease
3458,IFNG,gene/protein,decreases_activity of,GO:0042982,amyloid precursor protein metabolic process,process,Alzheimer disease
3458,IFNG,gene/protein,affects_activity of,,oligodendrogenesis,phenotype,Alzheimer disease
104300,Alzheimer disease,disease,cooccurs with,,increased TNF level,phenotype,Alzheimer disease
7124,TNF (soluble),gene/protein,affects_activity of,,neuroinflammation,phenotype,Alzheimer disease
7124,TNF (soluble),gene/protein,is_part_of,,Proinflammatory cytokine,gene/protein,Alzheimer disease
6868,ADAM17,gene/protein,affects_quantity of,7124,TNF,gene/protein,Alzheimer disease
7124,TNF (soluble),gene/protein,increases_activity of,7132,TNFRSF1A,gene/protein,Alzheimer disease
7124,TNF (transmembrane),gene/protein,increases_activity of,7132,TNFRSF1A,gene/protein,Alzheimer disease
7133,TNFRSF1B,gene/protein,is_expressed_in,BTO:0000078,microglia,tissue/cell line,Alzheimer disease
7133,TNFRSF1B,gene/protein,is_expressed_in,BTO:0001176,endothelial cell,tissue/cell line,Alzheimer disease
7124,TNF (transmembrane),gene/protein,increases_activity of,7133,TNFRSF1B,gene/protein,Alzheimer disease
7132,TNFRSF1A,gene/protein,is_expressed_in,BTO:0000938,neuron,tissue/cell line,Alzheimer disease
7133,TNFRSF1B,gene/protein,is_expressed_in,BTO:0000938,neuron,tissue/cell line,Alzheimer disease
7132,TNFRSF1A,gene/protein,affects_activity of,GO:0070997,neuron death,process,Alzheimer disease
7132,TNFRSF1A,gene/protein,affects_quantity of,23621,BACE1,gene/protein,Alzheimer disease
7132,TNFRSF1A,gene/protein,affects_activity of,23621,BACE1 (promoter),gene/protein,Alzheimer disease
104300,Alzheimer disease,disease,cooccurs with,,increased TRAIL level,phenotype,Alzheimer disease
8743,TNFSF10,gene/protein,increases_activity of,GO:0006915,apoptotic process,process,Alzheimer disease
8743,TNFSF10,gene/protein,interacts (colocalizes) with,8795,TNFRSF10B,gene/protein,Alzheimer disease
8795,TNFRSF10B,gene/protein,is_expressed_in,BTO:0000938,neuron,tissue/cell line,Alzheimer disease
8795,TNFRSF10B,gene/protein,affects_activity of,GO:0031266,TRAIL death-inducing signaling complex,cellular component,Alzheimer disease
146433,IL34,gene/protein,increases_quantity of,BTO:0000078,microglia,tissue/cell line,Alzheimer disease
146433,IL34,gene/protein,decreases_quantity of,351,"Amyloid beta peptide (oligomer, soluble)",gene/protein,Alzheimer disease
146433,IL34,gene/protein,increases_expression of,3416,IDE,gene/protein,Alzheimer disease
146433,IL34,gene/protein,increases_expression of,3162,HMOX1,gene/protein,Alzheimer disease
146433,IL34,gene/protein,affects_activity of,GO:0006979,response to oxidative stress,process,Alzheimer disease
104300,Alzheimer disease,disease,cooccurs with,,increased TGFB2 level,phenotype,Alzheimer disease
351,Amyloid beta peptide (42),gene/protein,increases_expression of,7042,TGFB2,gene/protein,Alzheimer disease
7042,TGFB2,gene/protein,interacts (colocalizes) with,351,APP,gene/protein,Alzheimer disease
7042,TGFB2,gene/protein,affects_quantity of,GO:0005764,lysosome,cellular component,Alzheimer disease
7042,TGFB2,gene/protein,increases_activity of,MP:0005058,abnormal lysosome morphology,phenotype,Alzheimer disease
7042,TGFB2,gene/protein,increases_activity of,GO:0070997,neuron death,process,Alzheimer disease
7042,TGFB2,gene/protein,interacts (colocalizes) with,351,Amyloid beta peptide,gene/protein,Alzheimer disease
6900,CNTN2,gene/protein,interacts (colocalizes) with,351,APP,gene/protein,Alzheimer disease
6900,CNTN2,gene/protein,decreases_activity of,7042,TGFB2,gene/protein,Alzheimer disease
7040,TGFB1,gene/protein,affects_activity of,104300,Alzheimer disease,disease,Alzheimer disease
104300,Alzheimer disease,disease,cooccurs with,,decreased TGFBR2 level,phenotype,Alzheimer disease
BTO:0000938,neuron,tissue/cell line,increases_expression of,7048,TGFBR2,gene/protein,Alzheimer disease
104300,Alzheimer disease,disease,cooccurs with,,increased TGFB1 level,phenotype,Alzheimer disease
104300,Alzheimer disease,disease,cooccurs with,,increased SMAD7 level,phenotype,Alzheimer disease
104300,Alzheimer disease,disease,cooccurs with,,increased CTNNB1 level,phenotype,Alzheimer disease
104300,Alzheimer disease,disease,cooccurs with,MP:0008836,abnormal transforming growth factor beta level,phenotype,Alzheimer disease
7040,TGFB1,gene/protein,increases_activity of,MP:0000259,abnormal vascular development,phenotype,Alzheimer disease
3565,IL4,gene/protein,increases_expression of,948,CD36,gene/protein,Alzheimer disease
3596,IL13,gene/protein,increases_expression of,948,CD36,gene/protein,Alzheimer disease
4311,MME,gene/protein,decreases_quantity of,351,Amyloid beta peptide,gene/protein,Alzheimer disease
1889,ECE1,gene/protein,decreases_quantity of,351,Amyloid beta peptide,gene/protein,Alzheimer disease
3565,IL4,gene/protein,increases_activity of,GO:0017038,protein import,process,Alzheimer disease
3565,IL4,gene/protein,increases_expression of,4311,MME,gene/protein,Alzheimer disease
BTO:0000078,microglia,tissue/cell line,increases_expression of,958,CD40,gene/protein,Alzheimer disease
3565,IL4,gene/protein,increases_expression of,131450,CD200R1,gene/protein,Alzheimer disease
3596,IL13,gene/protein,increases_expression of,131450,CD200R1,gene/protein,Alzheimer disease
3565,IL4,gene/protein,increases_activity of,GO:0006979,response to oxidative stress,process,Alzheimer disease
3565,IL4,gene/protein,increases_activity of,MP:0002229,neurodegeneration,phenotype,Alzheimer disease
104300,Alzheimer disease,disease,cooccurs with,,increased NADPH oxidase complex level,phenotype,Alzheimer disease
351,Amyloid beta peptide (oligomer),gene/protein,increases_quantity of,,Reactive oxygen species,drug/chemical compound,Alzheimer disease
,NADPH oxidase complex,complex/PPI,affects_activity of,GO:0070997,neuron death,phenotype,Alzheimer disease
3586,IL10,gene/protein,decreases_quantity of,,Cytokine,gene/protein,Alzheimer disease
3586,IL10,gene/protein,increases_phosphorylation of,6774,STAT3,gene/protein,Alzheimer disease
3586,IL10-mut,gene/protein mutant,increases_activity of,104300,Alzheimer disease,disease,Alzheimer disease
BTO:0000078,microglia,tissue/cell line,increases_quantity of,,Reactive oxygen species,drug/chemical compound,Alzheimer disease
,Reactive oxygen species,drug/chemical compound,increases_activity of,,neuroinflammation,phenotype,Alzheimer disease
,Reactive oxygen species,drug/chemical compound,increases_quantity of,,Proinflammatory cytokine,gene/protein,Alzheimer disease
,Reactive oxygen species,drug/chemical compound,increases_quantity of,7124,TNF,gene/protein,Alzheimer disease
,Reactive oxygen species,drug/chemical compound,increases_quantity of,C00584,Prostaglandin E2,drug/chemical compound,Alzheimer disease
,Reactive oxygen species,drug/chemical compound,increases_quantity of,3553,IL1B,gene/protein,Alzheimer disease
3586,IL10,gene/protein,decreases_quantity of,,Chemokine,gene/protein,Alzheimer disease
3586,IL10,gene/protein,increases_phosphorylation of,6772,STAT1,gene/protein,Alzheimer disease
C07610,Silibinin,drug/chemical compound,decreases_quantity of,351,Amyloid beta peptide (fibrillar),gene/protein,Alzheimer disease
C07610,Silibinin,drug/chemical compound,decreases_activity of,GO:0070997,neuron death,process,Alzheimer disease
C07610,Silibinin,drug/chemical compound,decreases_quantity of,MP:0003329,amyloid beta deposits,phenotype,Alzheimer disease
C07610,Silibinin,drug/chemical compound,decreases_activity of,MP:0004924,abnormal behavior,phenotype,Alzheimer disease
C07610,Silibinin,drug/chemical compound,decreases_activity of,MP:0001363,increased anxiety-related response,phenotype,Alzheimer disease
C07610,Silibinin,drug/chemical compound,decreases_quantity of,351,Amyloid beta peptide (oligomer),gene/protein,Alzheimer disease
C07610,Silibinin,drug/chemical compound,is_part_of,C01579,Flavonoid,drug/chemical compound,Alzheimer disease
C07610,Silibinin,drug/chemical compound,decreases_activity of,351,Amyloid beta peptide (42),gene/protein,Alzheimer disease
C07610,Silibinin,drug/chemical compound,decreases_quantity of,C00027,H2O2,drug/chemical compound,Alzheimer disease
MI0000558,let-7b,ncRNA/miRNA,increases_activity of,51284,TLR7,gene/protein,Alzheimer disease
MI0000558,let-7b,ncRNA/miRNA,increases_activity of,BTO:0000078,microglia,tissue/cell line,Alzheimer disease
MI0000558,let-7b,ncRNA/miRNA,increases_activity of,MP:0002229,neurodegeneration,phenotype,Alzheimer disease
MI0000558,let-7b,ncRNA/miRNA,increases_activity of,BTO:0000801,macrophage,tissue/cell line,Alzheimer disease
MI0000558,let-7b,ncRNA/miRNA,increases_quantity of,7124,TNF,gene/protein,Alzheimer disease
51284,TLR7,gene/protein,is localized in,BTO:0000227,central nervous system,tissue/cell line,Alzheimer disease
104300,Alzheimer disease,disease,cooccurs with,,increased let-7b level,phenotype,Alzheimer disease
104300,Alzheimer disease,disease,increases_activity of,,increased advanced glycation end-product level,phenotype,Alzheimer disease
,Advanced glycation end-product,drug/chemical compound,is localized in,MP:0003329,amyloid beta deposits,phenotype,Alzheimer disease
,Advanced glycation end-product,drug/chemical compound,is localized in,MP:0003214,neurofibrillary tangles,phenotype,Alzheimer disease
GO:0006979,response to oxidative stress,process,increases_activity of,,Advanced glycation end-product,drug/chemical compound,Alzheimer disease
,Advanced glycation end-product,drug/chemical compound,increases_activity of,GO:0006979,response to oxidative stress,process,Alzheimer disease
C00023,Iron,drug/chemical compound,increases_quantity of,,Advanced glycation end-product,drug/chemical compound,Alzheimer disease
,Advanced glycation end-product,drug/chemical compound,increases_activity of,MP:0000604,amyloidosis,phenotype,Alzheimer disease
C00070,Cu+,drug/chemical compound,increases_quantity of,,Advanced glycation end-product,drug/chemical compound,Alzheimer disease
,Advanced glycation end-product,drug/chemical compound,increases_activity of,MP:0001614,abnormal blood vessel morphology,phenotype,Alzheimer disease
,Advanced glycation end-product,drug/chemical compound,is localized in,BTO:0003102,pyramidal neuron,tissue/cell line,Alzheimer disease
,Advanced glycation end-product,drug/chemical compound,interacts (colocalizes) with,BTO:0000099,astrocyte,tissue/cell line,Alzheimer disease
GO:0006950,response to stress,process,affects_quantity of,4843,NOS2,gene/protein,Alzheimer disease
GO:0006950,response to stress,process,affects_quantity of,4842,NOS1,gene/protein,Alzheimer disease
GO:0006950,response to stress,process,affects_quantity of,6647,SOD1,gene/protein,Alzheimer disease
GO:0006950,response to stress,process,affects_quantity of,5621,PRNP,gene/protein,Alzheimer disease
,Advanced glycation end-product,drug/chemical compound,cooccurs with,4137,MAPT-hyperphos,protein modification,Alzheimer disease
,Advanced glycation end-product,drug/chemical compound,interacts (colocalizes) with,MP:0003214,neurofibrillary tangles,phenotype,Alzheimer disease
4137,MAPT,gene/protein,affects_quantity of,MP:0003214,neurofibrillary tangles,phenotype,Alzheimer disease
MP:0004254,cerebral amyloid angiopathy,phenotype,cooccurs with,,increased advanced glycation end-product level,phenotype,Alzheimer disease
,increased Carboxymethyllysine level,phenotype,cooccurs with,,increased MAPT level,phenotype,Alzheimer disease
,Carboxymethyllysine,drug/chemical compound,is_part_of,,Advanced glycation end-product,drug/chemical compound,Alzheimer disease
,Advanced glycation end-product,drug/chemical compound,increases_quantity of,351,Amyloid beta peptide (oligomer),gene/protein,Alzheimer disease
,Advanced glycation end-product,drug/chemical compound,decreases_quantity of,351,Amyloid beta peptide (monomer),gene/protein,Alzheimer disease
C14818,Fe2+,drug/chemical compound,increases_quantity of,351,Amyloid beta peptide (oligomer),gene/protein,Alzheimer disease
C14819,Fe3+,drug/chemical compound,increases_quantity of,351,Amyloid beta peptide (oligomer),gene/protein,Alzheimer disease
C00070,Cu+,drug/chemical compound,increases_quantity of,351,Amyloid beta peptide (oligomer),gene/protein,Alzheimer disease
,Advanced glycation end-product,drug/chemical compound,increases_quantity of,,Reactive oxygen species,drug/chemical compound,Alzheimer disease
,Advanced glycation end-product,drug/chemical compound,increases_activity of,GO:0006915,apoptotic process,process,Alzheimer disease
C00777,Retinoic acid,drug/chemical compound,increases_activity of,,Advanced glycation end-product,drug/chemical compound,Alzheimer disease
,Advanced glycation end-product,drug/chemical compound,increases_quantity of,C00051,Glutathione,drug/chemical compound,Alzheimer disease
D00221,Acetylcysteine,drug/chemical compound,decreases_quantity of,C00051,Glutathione,drug/chemical compound,Alzheimer disease
C00725,Lipoate,drug/chemical compound,decreases_quantity of,C00051,Glutathione,drug/chemical compound,Alzheimer disease
C00951,Estradiol,drug/chemical compound,decreases_quantity of,C00051,Glutathione,drug/chemical compound,Alzheimer disease
,Advanced glycation end-product,drug/chemical compound,increases_quantity of,C01432,Lactate,drug/chemical compound,Alzheimer disease
GO:0071159,NF-kappaB complex,process,affects_activity of,,Advanced glycation end-product,drug/chemical compound,Alzheimer disease
,Advanced glycation end-product,drug/chemical compound,increases_expression of,,Proinflammatory cytokine,gene/protein,Alzheimer disease
177,AGER,gene/protein,affects_expression of,,Proinflammatory cytokine,gene/protein,Alzheimer disease
BTO:0000801,macrophage,tissue/cell line,affects_quantity of,6347,CCL2,gene/protein,Alzheimer disease
BTO:0000078,microglia,tissue/cell line,affects_quantity of,6347,CCL2,gene/protein,Alzheimer disease
BTO:0000801,macrophage,tissue/cell line,affects_quantity of,7124,TNF,gene/protein,Alzheimer disease
BTO:0000078,microglia,tissue/cell line,affects_quantity of,7124,TNF,gene/protein,Alzheimer disease
C00338,Lipopolysaccharide,drug/chemical compound,affects_quantity of,2018,IL12A-IL12B complex,complex/PPI,Alzheimer disease
C00338,Lipopolysaccharide,drug/chemical compound,affects_expression of,3458,IFNG,gene/protein,Alzheimer disease
C00338,Lipopolysaccharide,drug/chemical compound,affects_expression of,3586,IL10,gene/protein,Alzheimer disease
,Advanced glycation end-product,drug/chemical compound,affects_quantity of,2018,IL12A-IL12B complex,complex/PPI,Alzheimer disease
,Advanced glycation end-product,drug/chemical compound,affects_expression of,3458,IFNG,gene/protein,Alzheimer disease
,Advanced glycation end-product,drug/chemical compound,affects_expression of,3586,IL10,gene/protein,Alzheimer disease
351,Amyloid beta peptide (42),gene/protein,increases_quantity of,3553,pro-IL1B,gene/protein,Alzheimer disease
351,Amyloid beta peptide (42),gene/protein,increases_quantity of,3569,IL6,gene/protein,Alzheimer disease
351,Amyloid beta peptide (42),gene/protein,increases_quantity of,7124,TNF,gene/protein,Alzheimer disease
351,Amyloid beta peptide (42),gene/protein,increases_quantity of,6347,CCL2,gene/protein,Alzheimer disease
351,Amyloid beta peptide (42),gene/protein,increases_quantity of,3576,CXCL8,gene/protein,Alzheimer disease
351,Amyloid beta peptide (42),gene/protein,increases_quantity of,6348,CCL3,gene/protein,Alzheimer disease
351,Amyloid beta peptide (42),gene/protein,increases_quantity of,,M-CSF,gene/protein,Alzheimer disease
351,Amyloid beta peptide (42),gene/protein,increases_activity of,8942,KYNU,gene/protein,Alzheimer disease
351,Amyloid beta peptide (42),gene/protein,increases_activity of,3620,IDO1,gene/protein,Alzheimer disease
351,Amyloid beta peptide (42),gene/protein,increases_activity of,6279,S100A8,gene/protein,Alzheimer disease
7124,TNF,gene/protein,increases_expression of,23621,BACE1,gene/protein,Alzheimer disease
7124,TNF,gene/protein,increases_processing of,351,APP,gene/protein,Alzheimer disease
7124,TNF,gene/protein,increases_quantity of,MP:0003329,amyloid beta deposits,phenotype,Alzheimer disease
,Advanced glycation end-product,drug/chemical compound,increases_activity of,177,AGER,gene/protein,Alzheimer disease
,Advanced glycation end-product,drug/chemical compound,increases_activity of,7124,TNF,gene/protein,Alzheimer disease
,M-CSF,gene/protein,increases_expression of,177,AGER,gene/protein,Alzheimer disease
7124,TNF,gene/protein,increases_expression of,177,AGER,gene/protein,Alzheimer disease
104300,Alzheimer disease,disease,increases_quantity of,C00546,Methylglyoxal,drug/chemical compound,Alzheimer disease
GO:0046914,transition metal ion binding,process,affects_quantity of,MP:0003329,amyloid beta deposits,phenotype,Alzheimer disease
,Advanced glycation end-product,drug/chemical compound,affects_activity of,BTO:0000078,microglia,tissue/cell line,Alzheimer disease
BTO:0000078,microglia,tissue/cell line,increases_expression of,,Class A scavenger receptor,complex/PPI,Alzheimer disease
BTO:0000078,microglia,tissue/cell line,increases_expression of,948,CD36,gene/protein,Alzheimer disease
948,CD36,gene/protein,affects_activity of,GO:0006909,phagocytosis,process,Alzheimer disease
,Class A scavenger receptor,complex/PPI,affects_activity of,GO:0006909,phagocytosis,process,Alzheimer disease
948,CD36,gene/protein,affects_activity of,GO:0097242,beta-amyloid clearance,process,Alzheimer disease
,Class A scavenger receptor,complex/PPI,affects_activity of,GO:0097242,beta-amyloid clearance,process,Alzheimer disease
BTO:0000801,macrophage,tissue/cell line,decreases_quantity of,MP:0003329,amyloid beta deposits,phenotype,Alzheimer disease
GO:0007568,aging,process,decreases_activity of,BTO:0000078,microglia,tissue/cell line,Alzheimer disease
GO:0007568,aging,process,decreases_expression of,,Class A scavenger receptor,complex/PPI,Alzheimer disease
GO:0007568,aging,process,decreases_expression of,177,AGER,gene/protein,Alzheimer disease
GO:0007568,aging,process,decreases_expression of,948,CD36,gene/protein,Alzheimer disease
GO:0007568,aging,process,decreases_expression of,3416,IDE,gene/protein,Alzheimer disease
GO:0007568,aging,process,decreases_expression of,4311,MME,gene/protein,Alzheimer disease
